Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Lat","Lon"
"Off The Couch","Zapatista Wall > El Toro (The Front Side) > El Potrero Chico > Nuevo Leon > Mexico > North America > International",https://www.mountainproject.com/route/106729852/off-the-couch,3.6,-1,Sport,5.10d,7,600,25.949,-100.477
"Blind Faith","The Bastille - W Face > The Bastille > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/105748639/blind-faith,3.5,-1,Trad,5.10a,2,200,39.9304,-105.283
Wham,"The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106185268/wham,3.7,-1,Sport,5.11c,1,,47.8196,-121.56917
"Quiver and Quill","Turkey Tail > Turkey Rocks > South Platte > Colorado",https://www.mountainproject.com/route/105748831/quiver-and-quill,3.6,-1,Trad,5.10+,1,,39.11911,-105.23949
"Decameron, The","01. Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106184767/decameron-the,3.6,-1,Sport,5.10b,1,90,38.10049,-81.09596
"Frosted Flake","Cereal Buttress > Rumbling Bald > 1. Southern Mountains Region > North Carolina",https://www.mountainproject.com/route/105899306/frosted-flake,3.6,-1,Trad,5.9+,1,80,35.44953,-82.21258
Cryogenics,"Lower Grotto Wall > Grotto Walls Area > Independence Pass > Colorado",https://www.mountainproject.com/route/105754873/cryogenics,3.6,-1,Trad,5.10-,2,,39.11983,-106.70002
"East of Eden","The Eden Wall > Eden Area > The Narrows > Poudre Canyon > Fort Collins > Colorado",https://www.mountainproject.com/route/105755080/east-of-eden,3.6,-1,Trad,5.9,1,125,40.67736,-105.42989
Beefeater,"Holdout > Vedauwoo > Wyoming",https://www.mountainproject.com/route/105752245/beefeater,3.6,-1,Trad,5.10b,2,,41.15735,-105.37372
"The Metamorphosis","Wind Tower - S Face > The Wind Tower > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/105764211/the-metamorphosis,3.6,-1,Trad,5.10-,1,,39.9314,-105.283
"Golden Locks","T-Wall East > The Tennessee Wall > Tennessee",https://www.mountainproject.com/route/105888826/golden-locks,3.6,-1,Trad,5.9,1,100,35.07379,-85.40108
Fantasy,"M) Fantasy Area > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106155521/fantasy,3.5,-1,Trad,5.8,2,120,38.05596,-81.05393
"Standard Route","7. The Slabs > *Whitehorse Ledge > New Hampshire",https://www.mountainproject.com/route/105910131/standard-route,3.4,-1,Trad,"5.5 R",9,1100,44.055,-71.16605
"Disappearing Act (aka Kryptonite)","Redgarden - Lumpe to the top > Redgarden Wall > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/105749425/disappearing-act-aka-kryptonite,3.6,-1,Trad,5.11a,2,140,39.93228,-105.28671
"Eye of the Needle","Funk Rock City > Northern Gorge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106282978/eye-of-the-needle,3.6,-1,Sport,5.11b,1,85,37.8029,-83.5762
"East Face / Rebel Yell","Chianti Spire > Silver Star and Wine spires > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/106256230/east-face-rebel-yell,3.8,-1,"Trad, Alpine",5.10,6,800,48.55186,-120.59014
"Flake Fest","7-11 Crag > Allenspur > Paradise Valley > Southwest Region > Montana",https://www.mountainproject.com/route/108077894/flake-fest,3.6,-1,Sport,5.10b,1,75,45.594,-110.55906
Threadfin,"Tsunami Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105808884/threadfin,3.6,-1,Sport,5.12b,1,50,36.15177,-115.43311
"Tales of the Sperm","Tieranny Roofs > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/105891976/tales-of-the-sperm,3.7,-1,Sport,5.11b/c,1,85,36.09055,-84.70502
"Don Quixote","Lower Virgin > Virgin Canyon > El Potrero Chico > Nuevo Leon > Mexico > North America > International",https://www.mountainproject.com/route/106186161/don-quixote,3.6,-1,Sport,5.11d,1,80,25.95088,-100.47866
"Smoke Bluff Connection","Wall Area > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106173601/smoke-bluff-connection,3.6,-1,Trad,5.10a,4,,49.7081,-123.141
"Sail Away","Hidden Tower > Real Hidden Valley > Hidden Valley Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722179/sail-away,3.5,-1,Trad,5.8-,1,60,34.01456,-116.16825
"Topographical Oceans","The Dome > Cathedral Spires Area > South Platte > Colorado",https://www.mountainproject.com/route/105758688/topographical-oceans,3.7,-1,Trad,5.10,4,475,39.41867,-105.26798
"Flying & Drinking and Drinking & Driving","Upper Beer Wall > Beer Walls > B: Chapel Pond Pass > Adirondacks > New York",https://www.mountainproject.com/route/106787175/flying-drinking-and-drinking-driving,3.6,-1,Trad,"5.10a PG13",1,100,44.14338,-73.75578
Zoom,"The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106054444/zoom,3.6,-1,Trad,5.10d,1,80,47.8196,-121.56917
"Wherever I May Roam","(6) Northwest Face > (m) Smith Rock Group > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105821077/wherever-i-may-roam,3.3,-1,Sport,5.9,5,400,44.36445,-121.1482
"The Tooth Fairy","Summer-Fall (rock) > The Tooth > Snoqualmie Pass Area > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119074107/the-tooth-fairy,3.1,-1,Sport,5.9,6,500,47.4459,-121.45444
"Yaak Crack","The Gallery > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732374/yaak-crack,3.6,-1,Sport,5.11c,1,70,36.15672,-115.43841
"Generator Crack","Az. Generator Station > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105952381/generator-crack,3.6,-1,"Trad, TR",5.10c,1,60,37.722,-119.7032
Pegasus,"Main Walls > Cathole Mountain > Central Valley > Connecticut",https://www.mountainproject.com/route/105800352/pegasus,3.6,-1,"Trad, TR",5.8,1,70,41.55964,-72.81109
Gorgeous,"Gorgeous Towers > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105843581/gorgeous,3.6,-1,Sport,5.10b,1,90,37.52313,-118.57433
Boardwalk,"Main Tier > Ship Rock > 2. Northern Mountains Region > North Carolina",https://www.mountainproject.com/route/105887636/boardwalk,3.6,-1,Trad,5.8,2,130,36.099,-81.7815
"I Just Do Eyes","The Back Forty > French Cattle Ranch > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/105855562/i-just-do-eyes,3.6,-1,Sport,5.11b,1,90,44.14841,-107.25769
"Standard (West Fins)","Elephant Butte > Arches National Park > Southeast Utah > Utah",https://www.mountainproject.com/route/106674255/standard-west-fins,3.5,-1,Trad,5.3,1,1100,38.69592,-109.54034
"Do or Fly","Puppy Dome > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105926067/do-or-fly,3.6,-1,Trad,5.11c,1,80,37.87456,-119.34524
Redtail,"Rabbit Rock - Southwest > Rabbit Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105742076/redtail,3.6,-1,Sport,5.11a,1,150,42.08358,-113.72075
"Once Upon a Time","North (Left) Face > The Enchanted Tower > Enchanted Tower > New Mexico",https://www.mountainproject.com/route/105821650/once-upon-a-time,3.6,-1,Sport,5.11c,1,90,34.23091,-107.91688
"Adair by the Sea","Otter Cliffs > -Acadia National Park > Maine",https://www.mountainproject.com/route/106112441/adair-by-the-sea,3.6,-1,"Trad, TR","5.10b/c PG13",1,60,44.31194,-68.18919
"Sound of Power","Front Corridor > Parking Lot Area > 05-Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105821404/sound-of-power,3.6,-1,Sport,5.12c,1,75,36.16234,-115.4495
"The Price of Fear","Upper Bulge Routes > (f) West Face Bulge Routes > Tahquitz Rock > Tahquitz & Suicide Rocks > California",https://www.mountainproject.com/route/107765685/the-price-of-fear,3.6,-1,Trad,5.10c,1,100,33.76015,-116.6846
"Killer Karma","Oblivion Roof > Valhalla > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/105847550/killer-karma,3.6,-1,Sport,5.11d,1,85,44.13974,-107.25794
"Break the Scene","The Gallery > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106924124/break-the-scene,3.6,-1,Sport,5.12a,1,50,37.65292,-83.71772
"Winds of Fire","Hard Rock > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106003242/winds-of-fire,3.6,-1,Sport,5.10a,1,100,40.4507,-111.6717
"Stan's Crack","Sunset North > Sunset Park > Tennessee",https://www.mountainproject.com/route/105957464/stans-crack,3.6,-1,Trad,5.8+,2,90,34.9992,-85.3554
"Baba Cool","Chopping Block > Chopping Block > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/105714854/baba-cool,3.6,-1,Sport,5.9+,1,60,43.88538,-103.46937
Curiosity,"Cat Wall > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105873628/curiosity,3.7,-1,Trad,5.11,1,100,38.09105,-109.56277
Sorrow,"The Wall > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105882470/sorrow,3.6,-1,Trad,5.11,1,110,38.17139,-109.59666
"Magnolia Thunderpussy","Middle Section > Granite Mountain > **Prescott Area > Central Arizona > Arizona",https://www.mountainproject.com/route/105886456/magnolia-thunderpussy,3.6,-1,Trad,5.9,3,,34.62908,-112.56665
"Traitor Horn","West Face - Right Side > (g) West Face > Tahquitz Rock > Tahquitz & Suicide Rocks > California",https://www.mountainproject.com/route/105799577/traitor-horn,3.4,-1,Trad,5.8,4,400,33.75985,-116.68542
"New Diversions","Ap. New Diversions > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105862924/new-diversions,3.6,-1,Trad,5.10a,2,115,37.72262,-119.70258
"Robbins Crack","Robbins Boulder > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/105792316/robbins-crack,3.6,-1,Trad,5.10a,1,35,33.0056,-116.96588
"Three Pump Chump","The Alley > Sunset Alley > Beaver Dam Road > Saint George > Southwest Utah > Utah",https://www.mountainproject.com/route/109456277/three-pump-chump,3.6,-1,Sport,5.12a,1,100,37.13323,-113.84403
Prosthesis,"1. North End > Main Wall > Peaks Crag > San Francisco Peaks > Flagstaff Area > Northern Arizona > Arizona",https://www.mountainproject.com/route/110529806/prosthesis,3.6,-1,Sport,5.11,1,70,35.30714,-111.70502
Spiderman,"(p) Spiderman Buttress > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105793920/spiderman,3.4,-1,Trad,5.7,2,180,44.36777,-121.14507
"El Camino Real","West Face - Right Side > (g) West Face > Tahquitz Rock > Tahquitz & Suicide Rocks > California",https://www.mountainproject.com/route/105799550/el-camino-real,3.5,-1,Trad,5.10a,4,500,33.75985,-116.68542
"Jew Jew Fruit","Fruit Wall > Miller Fork Recreational Preserve (MFRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/110889566/jew-jew-fruit,3.6,-1,Sport,5.10c,1,75,37.64504,-83.67849
1057,"Yellow Pine > Kyle Canyon > Mount Charleston > Southern Nevada > Nevada",https://www.mountainproject.com/route/106504520/1057,3.6,-1,Sport,5.10b,1,55,36.27202,-115.67183
"Original Route (aka Gom Jabber)","Southeast Face > Whiteside Mountain > 1. Southern Mountains Region > North Carolina",https://www.mountainproject.com/route/105965582/original-route-aka-gom-jabber,3.5,-1,Trad,"5.11a R",10,800,35.0831,-83.1358
"Fire and Brimstone","Drive-By Crag > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106081931/fire-and-brimstone,3.6,-1,Sport,5.10d,1,90,37.65292,-83.72495
"Reckless Abandon","The Coliseum > Summersville Lake (main) > Summersville (Gauley River) Area > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105967836/reckless-abandon,3.6,-1,Sport,5.12a/b,1,70,38.24146,-80.84583
"Regular Route","Chapel Pond Slab > B: Chapel Pond Pass > Adirondacks > New York",https://www.mountainproject.com/route/106411030/regular-route,3.4,-1,Trad,"5.5 PG13",8,700,44.1361,-73.7429
"Pocket  Rocket","Day Canyon Cragging Routes > Day Canyon > Potash Road > Southeast Utah > Utah",https://www.mountainproject.com/route/106297965/pocket-rocket,3.5,-1,Sport,5.10c,1,65,38.56973,-109.66167
"Group Therapy","A. The Gallery > B. West Falls > *Jackson Falls > Illinois",https://www.mountainproject.com/route/106357480/group-therapy,3.6,-1,Sport,5.10c,1,60,37.50699,-88.68508
Air,"04. Air Spire > Necedah (Petenwell Rock) > Central > Wisconsin",https://www.mountainproject.com/route/105993472/air,3.6,-1,Trad,5.6,1,95,44.04467,-90.01972
Ferrovieri,"3. Second Buttress > Upper Meadow > Meadow River Gorge > The New River Gorge > West Virginia",https://www.mountainproject.com/route/113785114/ferrovieri,3.6,-1,Sport,5.7,1,100,38.14295,-80.91755
"Wacked Scenario","Gorgeous Towers > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105885929/wacked-scenario,3.6,-1,Sport,5.10b,1,,37.52313,-118.57433
"Stirrup Trouble","b. Jackie and friends > The Trapps > The Gunks > New York",https://www.mountainproject.com/route/105803228/stirrup-trouble,3.6,-1,Trad,"5.10 PG13",1,70,41.73755,-74.18693
Waves,"Shipyard Rock > South Seas > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/105714728/waves,3.6,-1,Sport,5.8,2,180,43.8864,-103.46677
"All Chalk And No Action","Green Adjective Gully > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741905/all-chalk-and-no-action,3.6,-1,Sport,5.12a,1,60,40.5741,-111.7543
"Fear of Flying","Club Mex Wall > Las Estrellas Canyon > El Potrero Chico > Nuevo Leon > Mexico > North America > International",https://www.mountainproject.com/route/106334831/fear-of-flying,3.6,-1,Sport,5.12a,1,100,25.95021,-100.47533
"Fruit Loops","Cereal Buttress > Rumbling Bald > 1. Southern Mountains Region > North Carolina",https://www.mountainproject.com/route/105898439/fruit-loops,3.5,-1,Trad,5.7+,2,160,35.44953,-82.21258
"Lats Don't Have Feelings","Cactus Cliff > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105752329/lats-dont-have-feelings,3.6,-1,Sport,5.11d,1,75,38.63213,-105.22238
"Alice in Bucketland","Redgarden - Tower One > Redgarden Wall > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/105762483/alice-in-bucketland,3.6,-1,Trad,"5.8+ R",2,,39.93194,-105.28603
Topaz,"The Headstone > Devil's Head > South Platte > Colorado",https://www.mountainproject.com/route/105749470/topaz,3.6,-1,Sport,5.10c,2,220,39.2575,-105.0991
"Generic Crack","Donnelly Canyon > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105717328/generic-crack,3.4,-1,Trad,5.10-,1,120,38.0398,-109.5436
"Aerial Book","Rincon - L of Center Route > Rincon > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/105754969/aerial-book,3.6,-1,"Trad, TR","5.11a PG13",2,120,39.93435,-105.28993
"The Ejection Seat","The Gym > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105753169/the-ejection-seat,3.6,-1,Sport,5.12b/c,1,,38.6329,-105.2165
"Surrealistic Pillar Direct","Lower Buttress > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105798307/surrealistic-pillar-direct,3.6,-1,Trad,5.10b,1,70,38.8003,-120.13695
"Where Lizards Dare","Fortress Wall > Northern Gorge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105919793/where-lizards-dare,3.6,-1,"Trad, Aid","5.10b A2",1,70,37.83768,-83.64701
"Middle Parallel Space","Nautilus > Vedauwoo > Wyoming",https://www.mountainproject.com/route/105752155/middle-parallel-space,3.6,-1,Trad,5.9,2,,41.15478,-105.37467
Moondance,"(k) The Dihedrals > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/106143405/moondance,3.6,-1,Sport,5.11c,1,,44.3665,-121.14564
"Snott Girlz","Mota Wall > El Potrero Chico > Nuevo Leon > Mexico > North America > International",https://www.mountainproject.com/route/106115483/snott-girlz,3.6,-1,Sport,5.10+,7,450,25.94747,-100.4761
Boronocus,"Roman Wall > East Side > Horseshoe Canyon Ranch > North-Central Arkansas > Arkansas",https://www.mountainproject.com/route/105970909/boronocus,3.6,-1,Sport,5.11b/c,1,85,36.00546,-93.2851
"East Ridge","The Maiden > South > Flatirons > Boulder > Colorado",https://www.mountainproject.com/route/105753004/east-ridge,3.6,-1,Trad,5.10c,5,,39.95002,-105.28719
EGBG,"Chocolate Factory > Bald Rock Fork Recreational Preserve (BRRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/108766319/egbg,3.6,-1,Sport,5.10a,1,90,37.64919,-83.71343
"The Wave","Supercrack Buttress > Indian Creek > Southeast Utah > Utah",https://www.mountainproject.com/route/105717529/the-wave,3.6,-1,Trad,5.10+,1,120,38.03635,-109.54552
"Is This For Real?","The For Real Canyon > Thunder Ridge > West Creek > South Platte > Colorado",https://www.mountainproject.com/route/106126167/is-this-for-real,3.6,-1,Trad,5.10,1,50,39.19908,-105.22081
"Joy Ride","Coney Island > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105749548/joy-ride,3.6,-1,Sport,5.12b,1,,39.9928,-105.4181
"Love Stinks","Banana Belt > Central Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105896599/love-stinks,3.6,-1,Sport,5.11a,1,115,37.51085,-118.56962
